Domain,Area,Element,Item,Year,Price_Unit,Price_Value,Flag,Flag Description
Producer Prices,Thailand,Producer Price (USD/tonne),Cassava,2014,USD,65.6,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Eggs, hen, in shell",2014,USD,1522.2,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Garlic,2014,USD,2375.3,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Maize,2014,USD,225.1,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, cattle",2014,USD,5679.5,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, chicken",2014,USD,1641.4,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, duck",2014,USD,2446.8,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, pig",2014,USD,3350.1,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Milk, whole fresh cow",2014,USD,520.6,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Onions, dry",2014,USD,301.1,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Onions, shallots, green",2014,USD,625.6,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Rice, paddy",2014,USD,240.6,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Soybeans,2014,USD,483.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Bananas,2015,USD,300.8,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Cassava,2015,USD,64.8,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Eggs, hen, in shell",2015,USD,1256.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Garlic,2015,USD,1902.9,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Maize,2015,USD,225.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, cattle",2015,USD,5666.3,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, chicken",2015,USD,1399.4,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, duck",2015,USD,2300.2,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, pig",2015,USD,2796.3,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Milk, whole fresh cow",2015,USD,518.0,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Onions, dry",2015,USD,256.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Onions, shallots, green",2015,USD,447.0,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Rice, paddy",2015,USD,264.8,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Soybeans,2015,USD,434.8,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Bananas,2016,USD,364.8,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Cassava,2016,USD,52.1,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Eggs, hen, in shell",2016,USD,1337.2,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Garlic,2016,USD,2138.2,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Maize,2016,USD,194.4,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, cattle",2016,USD,6314.1,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, chicken",2016,USD,1322.4,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, duck",2016,USD,2350.8,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, pig",2016,USD,2749.4,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Milk, whole fresh cow",2016,USD,510.3,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Oil palm fruit,2016,USD,153.3,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Onions, dry",2016,USD,374.0,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Rice, paddy",2016,USD,228.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Soybeans,2016,USD,448.2,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Bananas,2017,USD,340.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Cassava,2017,USD,42.1,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Eggs, hen, in shell",2017,USD,1249.3,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Garlic,2017,USD,2405.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Maize,2017,USD,184.1,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, cattle",2017,USD,5256.0,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, chicken",2017,USD,1373.0,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, duck",2017,USD,1373.0,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Meat, pig",2017,USD,2519.8,Fc,Calculated data
Producer Prices,Thailand,Producer Price (USD/tonne),"Milk, whole fresh cow",2017,USD,532.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Oil palm fruit,2017,USD,120.8,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Onions, dry",2017,USD,424.9,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Onions, shallots, green",2017,USD,743.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Rice, paddy",2017,USD,259.8,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Soybeans,2017,USD,462.3,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Bananas,2018,USD,300.2,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Cassava,2018,USD,65.3,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Eggs, hen, in shell",2018,USD,1410.1,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Garlic,2018,USD,1789.2,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Maize,2018,USD,246.7,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Milk, whole fresh cow",2018,USD,578.1,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Oil palm fruit,2018,USD,96.3,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Onions, dry",2018,USD,292.8,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),"Rice, paddy",2018,USD,300.6,,Official data
Producer Prices,Thailand,Producer Price (USD/tonne),Soybeans,2018,USD,510.1,,Official data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2000,,14.46,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2000,,30.53,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2000,,55.45,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2000,,34.35,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2000,,52.33,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2000,,39.88,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2000,,84.35,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2000,,57.86,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2000,,29.67,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2000,,47.35,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2000,,29.67,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2000,,64.49,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2000,,31.76,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2000,,29.57,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2000,,59.96,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2000,,40.54,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2000,,52.3,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2000,,59.59,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2001,,59.83,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2001,,33.44,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2001,,64.04,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2001,,28.31,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2001,,54.11,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2001,,43.79,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2001,,74.61,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2001,,66.23,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2001,,32.99,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2001,,51.12,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2001,,32.99,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2001,,63.75,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2001,,22.77,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2001,,21.2,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2001,,55.62,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2001,,37.6,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2001,,58.0,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2001,,60.62,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2002,,57.28,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2002,,50.89,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2002,,62.48,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2002,,33.71,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2002,,56.71,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2002,,47.21,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2002,,66.48,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2002,,58.06,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2002,,38.06,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2002,,53.63,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2002,,38.06,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2002,,62.78,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2002,,44.01,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2002,,40.97,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2002,,59.58,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2002,,40.28,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2002,,60.71,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2002,,67.21,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2003,,61.11,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2003,,45.07,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2003,,56.62,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2003,,38.13,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2003,,60.68,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2003,,52.75,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2003,,68.25,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2003,,72.83,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2003,,41.87,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2003,,47.61,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2003,,41.87,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2003,,66.03,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2003,,44.78,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2003,,41.68,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2003,,128.52,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2003,,86.88,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2003,,66.94,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2003,,69.73,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2004,,59.2,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2004,,38.77,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2004,,84.74,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2004,,26.86,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2004,,62.88,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2004,,55.34,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2004,,71.82,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2004,,76.65,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2004,,47.31,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2004,,64.49,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2004,,47.31,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2004,,66.6,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2004,,59.51,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2004,,55.4,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2004,,43.91,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2004,,29.68,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2004,,79.97,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2004,,70.31,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2005,,68.19,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2005,,64.46,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2005,,96.45,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2005,,30.03,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2005,,65.48,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2005,,53.28,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2005,,90.99,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2005,,97.1,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2005,,51.29,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2005,,71.43,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2005,,51.29,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2005,,64.94,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2005,,52.81,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2005,,49.16,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2005,,46.55,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2005,,31.47,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2005,,83.2,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2005,,65.6,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2006,,61.63,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2006,,62.52,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2006,,78.1,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2006,,37.88,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2006,,74.66,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2006,,55.19,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2006,,79.99,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2006,,85.36,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2006,,59.12,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2006,,67.85,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2006,,59.12,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2006,,64.43,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2006,,45.73,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2006,,42.57,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2006,,139.09,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2006,,94.03,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2006,,82.12,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2006,,69.28,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2007,,54.94,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2007,,57.19,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2007,,80.44,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2007,,47.69,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2007,,94.38,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2007,,48.02,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2007,,85.36,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2007,,71.43,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2007,,68.39,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2007,,55.28,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2007,,68.39,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2007,,68.7,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2007,,77.88,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2007,,72.5,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2007,,69.22,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2007,,46.79,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2007,,135.48,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2007,,97.72,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2008,,62.3,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2008,,93.54,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2008,,90.99,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2008,,24.53,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2008,,73.56,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2008,,40.67,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2008,,94.49,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2008,,68.2,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2008,,79.33,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2008,,76.86,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2008,,79.33,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2008,,82.95,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2008,,98.36,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2008,,91.56,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2008,,41.36,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2008,,27.96,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2008,,116.46,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2008,,99.91,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2009,,66.5,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2009,,57.67,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2009,,92.55,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2009,,32.19,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2009,,74.38,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2009,,40.17,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2009,,96.7,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2009,,75.34,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2009,,74.71,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2009,,82.01,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, sheep",2009,,74.71,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2009,,88.87,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Oil palm fruit,2009,,84.64,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Oil, palm",2009,,78.79,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, dry",2009,,68.93,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2009,,46.6,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Rice, paddy",2009,,106.26,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Soybeans,2009,,89.64,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Bananas,2010,,65.35,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Cassava,2010,,89.18,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2010,,91.07,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Garlic,2010,,68.23,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),Maize,2010,,111.37,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, cattle",2010,,40.02,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, chicken",2010,,108.46,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, duck",2010,,77.34,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, goat",2010,,97.69,Fc,Calculated data
Producer Prices,Thailand,Producer Price Index (2014-2016 = 100),"Meat, pig",2010,,86.5,Fc,Calculated data
